FullGeoName,Year,State,County,FIPS,RiskFactor,DataType,Indicator,Prevalence
"NE, Johnson",2021,NE,Johnson County,31097,All patients,Adjusted Prevalence,"DR, any stage",2.6
"NE, Kearney",2021,NE,Kearney County,31099,All patients,Adjusted Prevalence,"DR, any stage",2.34
"NE, Keith",2021,NE,Keith County,31101,All patients,Adjusted Prevalence,"DR, any stage",2.68
"NE, Keya Paha",2021,NE,Keya Paha County,31103,All patients,Adjusted Prevalence,"DR, any stage",2.34
"NE, Kimball",2021,NE,Kimball County,31105,All patients,Adjusted Prevalence,"DR, any stage",2.41
"NE, Knox",2021,NE,Knox County,31107,All patients,Adjusted Prevalence,"DR, any stage",2.66
"NE, Lancaster",2021,NE,Lancaster County,31109,All patients,Adjusted Prevalence,"DR, any stage",2.3
"NE, Lincoln",2021,NE,Lincoln County,31111,All patients,Adjusted Prevalence,"DR, any stage",2.13
"NE, Logan",2021,NE,Logan County,31113,All patients,Adjusted Prevalence,"DR, any stage",2.11
"NE, Loup",2021,NE,Loup County,31115,All patients,Adjusted Prevalence,"DR, any stage",2.39
"NE, Mcpherson",2021,NE,McPherson County,31117,All patients,Adjusted Prevalence,"DR, any stage",2.21
"NE, Madison",2021,NE,Madison County,31119,All patients,Adjusted Prevalence,"DR, any stage",1.97
"NE, Merrick",2021,NE,Merrick County,31121,All patients,Adjusted Prevalence,"DR, any stage",2.37
"NE, Morrill",2021,NE,Morrill County,31123,All patients,Adjusted Prevalence,"DR, any stage",2.43
"NE, Nance",2021,NE,Nance County,31125,All patients,Adjusted Prevalence,"DR, any stage",1.75
"NE, Nemaha",2021,NE,Nemaha County,31127,All patients,Adjusted Prevalence,"DR, any stage",2.11
"NE, Nuckolls",2021,NE,Nuckolls County,31129,All patients,Adjusted Prevalence,"DR, any stage",2.6
"NE, Otoe",2021,NE,Otoe County,31131,All patients,Adjusted Prevalence,"DR, any stage",2.99
"NE, Pawnee",2021,NE,Pawnee County,31133,All patients,Adjusted Prevalence,"DR, any stage",1.57
"NE, Perkins",2021,NE,Perkins County,31135,All patients,Adjusted Prevalence,"DR, any stage",2.76
"NE, Phelps",2021,NE,Phelps County,31137,All patients,Adjusted Prevalence,"DR, any stage",2.94
"NE, Pierce",2021,NE,Pierce County,31139,All patients,Adjusted Prevalence,"DR, any stage",1.99
"NE, Platte",2021,NE,Platte County,31141,All patients,Adjusted Prevalence,"DR, any stage",2.68
"NE, Polk",2021,NE,Polk County,31143,All patients,Adjusted Prevalence,"DR, any stage",2.1
"NE, Red Willow",2021,NE,Red Willow County,31145,All patients,Adjusted Prevalence,"DR, any stage",2.56
"NE, Richardson",2021,NE,Richardson County,31147,All patients,Adjusted Prevalence,"DR, any stage",2.51
"NE, Rock",2021,NE,Rock County,31149,All patients,Adjusted Prevalence,"DR, any stage",1.59
"NE, Saline",2021,NE,Saline County,31151,All patients,Adjusted Prevalence,"DR, any stage",2.41
"NE, Sarpy",2021,NE,Sarpy County,31153,All patients,Adjusted Prevalence,"DR, any stage",2.72
"NE, Saunders",2021,NE,Saunders County,31155,All patients,Adjusted Prevalence,"DR, any stage",2.42
"NE, Scotts Bluff",2021,NE,Scotts Bluff County,31157,All patients,Adjusted Prevalence,"DR, any stage",2.87
"NE, Seward",2021,NE,Seward County,31159,All patients,Adjusted Prevalence,"DR, any stage",2.81
"NE, Sheridan",2021,NE,Sheridan County,31161,All patients,Adjusted Prevalence,"DR, any stage",2.57
"NE, Sherman",2021,NE,Sherman County,31163,All patients,Adjusted Prevalence,"DR, any stage",3.09
"NE, Sioux",2021,NE,Sioux County,31165,All patients,Adjusted Prevalence,"DR, any stage",2.3
"NE, Stanton",2021,NE,Stanton County,31167,All patients,Adjusted Prevalence,"DR, any stage",1.62
"NE, Thayer",2021,NE,Thayer County,31169,All patients,Adjusted Prevalence,"DR, any stage",2.64
"NE, Thomas",2021,NE,Thomas County,31171,All patients,Adjusted Prevalence,"DR, any stage",3.06
"NE, Thurston",2021,NE,Thurston County,31173,All patients,Adjusted Prevalence,"DR, any stage",4.39
"NE, Valley",2021,NE,Valley County,31175,All patients,Adjusted Prevalence,"DR, any stage",2.16
"NE, Washington",2021,NE,Washington County,31177,All patients,Adjusted Prevalence,"DR, any stage",1.99
"NE, Wayne",2021,NE,Wayne County,31179,All patients,Adjusted Prevalence,"DR, any stage",2.01
"NE, Webster",2021,NE,Webster County,31181,All patients,Adjusted Prevalence,"DR, any stage",2.26
"NE, Wheeler",2021,NE,Wheeler County,31183,All patients,Adjusted Prevalence,"DR, any stage",2.34
"NE, York",2021,NE,York County,31185,All patients,Adjusted Prevalence,"DR, any stage",2.08
"NV, Churchill",2021,NV,Churchill County,32001,All patients,Adjusted Prevalence,"DR, any stage",2.13
"NV, Clark",2021,NV,Clark County,32003,All patients,Adjusted Prevalence,"DR, any stage",2.31
"NV, Douglas",2021,NV,Douglas County,32005,All patients,Adjusted Prevalence,"DR, any stage",2.17
"NV, Elko",2021,NV,Elko County,32007,All patients,Adjusted Prevalence,"DR, any stage",2.35
"NV, Esmeralda",2021,NV,Esmeralda County,32009,All patients,Adjusted Prevalence,"DR, any stage",2.3
"NV, Eureka",2021,NV,Eureka County,32011,All patients,Adjusted Prevalence,"DR, any stage",2.07
"NV, Humboldt",2021,NV,Humboldt County,32013,All patients,Adjusted Prevalence,"DR, any stage",2.38
"NV, Lander",2021,NV,Lander County,32015,All patients,Adjusted Prevalence,"DR, any stage",2.73
"NV, Lincoln",2021,NV,Lincoln County,32017,All patients,Adjusted Prevalence,"DR, any stage",2.54
"NV, Lyon",2021,NV,Lyon County,32019,All patients,Adjusted Prevalence,"DR, any stage",2.38
"NV, Mineral",2021,NV,Mineral County,32021,All patients,Adjusted Prevalence,"DR, any stage",1.81
"NV, Nye",2021,NV,Nye County,32023,All patients,Adjusted Prevalence,"DR, any stage",2.02
"NV, Pershing",2021,NV,Pershing County,32027,All patients,Adjusted Prevalence,"DR, any stage",2.35
"NV, Storey",2021,NV,Storey County,32029,All patients,Adjusted Prevalence,"DR, any stage",2.05
"NV, Washoe",2021,NV,Washoe County,32031,All patients,Adjusted Prevalence,"DR, any stage",2.04
"NV, White Pine",2021,NV,White Pine County,32033,All patients,Adjusted Prevalence,"DR, any stage",1.79
"NV, Carson City",2021,NV,Carson City,32510,All patients,Adjusted Prevalence,"DR, any stage",2.32
"NH, Belknap",2021,NH,Belknap County,33001,All patients,Adjusted Prevalence,"DR, any stage",3.38
"NH, Carroll",2021,NH,Carroll County,33003,All patients,Adjusted Prevalence,"DR, any stage",3.17
"NH, Cheshire",2021,NH,Cheshire County,33005,All patients,Adjusted Prevalence,"DR, any stage",2.23
"NH, Coos",2021,NH,Coos County,33007,All patients,Adjusted Prevalence,"DR, any stage",2.6
"NH, Grafton",2021,NH,Grafton County,33009,All patients,Adjusted Prevalence,"DR, any stage",2.25
"NH, Hillsborough",2021,NH,Hillsborough County,33011,All patients,Adjusted Prevalence,"DR, any stage",2.88
"NH, Merrimack",2021,NH,Merrimack County,33013,All patients,Adjusted Prevalence,"DR, any stage",2.33
"NH, Rockingham",2021,NH,Rockingham County,33015,All patients,Adjusted Prevalence,"DR, any stage",2.48
"NH, Strafford",2021,NH,Strafford County,33017,All patients,Adjusted Prevalence,"DR, any stage",2.39
"NH, Sullivan",2021,NH,Sullivan County,33019,All patients,Adjusted Prevalence,"DR, any stage",1.8
"NJ, Atlantic",2021,NJ,Atlantic County,34001,All patients,Adjusted Prevalence,"DR, any stage",2.66
"NJ, Bergen",2021,NJ,Bergen County,34003,All patients,Adjusted Prevalence,"DR, any stage",2.23
"NJ, Burlington",2021,NJ,Burlington County,34005,All patients,Adjusted Prevalence,"DR, any stage",2.53
"NJ, Camden",2021,NJ,Camden County,34007,All patients,Adjusted Prevalence,"DR, any stage",2.9
"NJ, Cape May",2021,NJ,Cape May County,34009,All patients,Adjusted Prevalence,"DR, any stage",2.18
"NJ, Cumberland",2021,NJ,Cumberland County,34011,All patients,Adjusted Prevalence,"DR, any stage",3.55
"NJ, Essex",2021,NJ,Essex County,34013,All patients,Adjusted Prevalence,"DR, any stage",3.36
"NJ, Gloucester",2021,NJ,Gloucester County,34015,All patients,Adjusted Prevalence,"DR, any stage",2.73
"NJ, Hudson",2021,NJ,Hudson County,34017,All patients,Adjusted Prevalence,"DR, any stage",3.14
"NJ, Hunterdon",2021,NJ,Hunterdon County,34019,All patients,Adjusted Prevalence,"DR, any stage",2.02
"NJ, Mercer",2021,NJ,Mercer County,34021,All patients,Adjusted Prevalence,"DR, any stage",2.62
"NJ, Middlesex",2021,NJ,Middlesex County,34023,All patients,Adjusted Prevalence,"DR, any stage",2.77
"NJ, Monmouth",2021,NJ,Monmouth County,34025,All patients,Adjusted Prevalence,"DR, any stage",1.87
"NJ, Morris",2021,NJ,Morris County,34027,All patients,Adjusted Prevalence,"DR, any stage",2.4
"NJ, Ocean",2021,NJ,Ocean County,34029,All patients,Adjusted Prevalence,"DR, any stage",2.47
"NJ, Passaic",2021,NJ,Passaic County,34031,All patients,Adjusted Prevalence,"DR, any stage",3.56
"NJ, Salem",2021,NJ,Salem County,34033,All patients,Adjusted Prevalence,"DR, any stage",2.36
"NJ, Somerset",2021,NJ,Somerset County,34035,All patients,Adjusted Prevalence,"DR, any stage",2.31
"NJ, Sussex",2021,NJ,Sussex County,34037,All patients,Adjusted Prevalence,"DR, any stage",2.38
"NJ, Union",2021,NJ,Union County,34039,All patients,Adjusted Prevalence,"DR, any stage",3.59
"NJ, Warren",2021,NJ,Warren County,34041,All patients,Adjusted Prevalence,"DR, any stage",2.41
"NM, Bernalillo",2021,NM,Bernalillo County,35001,All patients,Adjusted Prevalence,"DR, any stage",2.6
"NM, Catron",2021,NM,Catron County,35003,All patients,Adjusted Prevalence,"DR, any stage",3.13
"NM, Chaves",2021,NM,Chaves County,35005,All patients,Adjusted Prevalence,"DR, any stage",2.44
"NM, Cibola",2021,NM,Cibola County,35006,All patients,Adjusted Prevalence,"DR, any stage",4.08
"NM, Colfax",2021,NM,Colfax County,35007,All patients,Adjusted Prevalence,"DR, any stage",1.92
"NM, Curry",2021,NM,Curry County,35009,All patients,Adjusted Prevalence,"DR, any stage",3.01
"NM, De Baca",2021,NM,De Baca County,35011,All patients,Adjusted Prevalence,"DR, any stage",3.08
"NM, Dona Ana",2021,NM,Dona Ana County,35013,All patients,Adjusted Prevalence,"DR, any stage",3.33
"NM, Eddy",2021,NM,Eddy County,35015,All patients,Adjusted Prevalence,"DR, any stage",2.4
"NM, Grant",2021,NM,Grant County,35017,All patients,Adjusted Prevalence,"DR, any stage",2.93
"NM, Guadalupe",2021,NM,Guadalupe County,35019,All patients,Adjusted Prevalence,"DR, any stage",3.61
"NM, Harding",2021,NM,Harding County,35021,All patients,Adjusted Prevalence,"DR, any stage",4.03
"NM, Hidalgo",2021,NM,Hidalgo County,35023,All patients,Adjusted Prevalence,"DR, any stage",3.29
"NM, Lea",2021,NM,Lea County,35025,All patients,Adjusted Prevalence,"DR, any stage",3.04
"NM, Lincoln",2021,NM,Lincoln County,35027,All patients,Adjusted Prevalence,"DR, any stage",2.34
"NM, Los Alamos",2021,NM,Los Alamos County,35028,All patients,Adjusted Prevalence,"DR, any stage",1.26
"NM, Luna",2021,NM,Luna County,35029,All patients,Adjusted Prevalence,"DR, any stage",3.35
"NM, Mckinley",2021,NM,McKinley County,35031,All patients,Adjusted Prevalence,"DR, any stage",5.81
"NM, Mora",2021,NM,Mora County,35033,All patients,Adjusted Prevalence,"DR, any stage",4.67
"NM, Otero",2021,NM,Otero County,35035,All patients,Adjusted Prevalence,"DR, any stage",2.67
"NM, Quay",2021,NM,Quay County,35037,All patients,Adjusted Prevalence,"DR, any stage",4.16
"NM, Rio Arriba",2021,NM,Rio Arriba County,35039,All patients,Adjusted Prevalence,"DR, any stage",3.04
"NM, Roosevelt",2021,NM,Roosevelt County,35041,All patients,Adjusted Prevalence,"DR, any stage",3.08
"NM, Sandoval",2021,NM,Sandoval County,35043,All patients,Adjusted Prevalence,"DR, any stage",2.67
"NM, San Juan",2021,NM,San Juan County,35045,All patients,Adjusted Prevalence,"DR, any stage",3.8
"NM, San Miguel",2021,NM,San Miguel County,35047,All patients,Adjusted Prevalence,"DR, any stage",4.64
"NM, Santa Fe",2021,NM,Santa Fe County,35049,All patients,Adjusted Prevalence,"DR, any stage",1.8
"NM, Sierra",2021,NM,Sierra County,35051,All patients,Adjusted Prevalence,"DR, any stage",2.5
"NM, Socorro",2021,NM,Socorro County,35053,All patients,Adjusted Prevalence,"DR, any stage",3.45
"NM, Taos",2021,NM,Taos County,35055,All patients,Adjusted Prevalence,"DR, any stage",2.9
"NM, Torrance",2021,NM,Torrance County,35057,All patients,Adjusted Prevalence,"DR, any stage",2.89
"NM, Union",2021,NM,Union County,35059,All patients,Adjusted Prevalence,"DR, any stage",3.69
"NM, Valencia",2021,NM,Valencia County,35061,All patients,Adjusted Prevalence,"DR, any stage",3.37
"NY, Albany",2021,NY,Albany County,36001,All patients,Adjusted Prevalence,"DR, any stage",2.52
"NY, Allegany",2021,NY,Allegany County,36003,All patients,Adjusted Prevalence,"DR, any stage",1.91
"NY, Bronx",2021,NY,Bronx County,36005,All patients,Adjusted Prevalence,"DR, any stage",4.07
"NY, Broome",2021,NY,Broome County,36007,All patients,Adjusted Prevalence,"DR, any stage",1.8
"NY, Cattaraugus",2021,NY,Cattaraugus County,36009,All patients,Adjusted Prevalence,"DR, any stage",2.13
"NY, Cayuga",2021,NY,Cayuga County,36011,All patients,Adjusted Prevalence,"DR, any stage",3.27
"NY, Chautauqua",2021,NY,Chautauqua County,36013,All patients,Adjusted Prevalence,"DR, any stage",3.04
"NY, Chemung",2021,NY,Chemung County,36015,All patients,Adjusted Prevalence,"DR, any stage",2.27
"NY, Chenango",2021,NY,Chenango County,36017,All patients,Adjusted Prevalence,"DR, any stage",3.05
"NY, Clinton",2021,NY,Clinton County,36019,All patients,Adjusted Prevalence,"DR, any stage",1.89
"NY, Columbia",2021,NY,Columbia County,36021,All patients,Adjusted Prevalence,"DR, any stage",2.7
"NY, Cortland",2021,NY,Cortland County,36023,All patients,Adjusted Prevalence,"DR, any stage",2.49
"NY, Delaware",2021,NY,Delaware County,36025,All patients,Adjusted Prevalence,"DR, any stage",2.61
"NY, Dutchess",2021,NY,Dutchess County,36027,All patients,Adjusted Prevalence,"DR, any stage",2.08
"NY, Erie",2021,NY,Erie County,36029,All patients,Adjusted Prevalence,"DR, any stage",2.54
"NY, Essex",2021,NY,Essex County,36031,All patients,Adjusted Prevalence,"DR, any stage",2.27
"NY, Franklin",2021,NY,Franklin County,36033,All patients,Adjusted Prevalence,"DR, any stage",2.36
"NY, Fulton",2021,NY,Fulton County,36035,All patients,Adjusted Prevalence,"DR, any stage",2.08
"NY, Genesee",2021,NY,Genesee County,36037,All patients,Adjusted Prevalence,"DR, any stage",2.65
"NY, Greene",2021,NY,Greene County,36039,All patients,Adjusted Prevalence,"DR, any stage",3.59
"NY, Hamilton",2021,NY,Hamilton County,36041,All patients,Adjusted Prevalence,"DR, any stage",2.02
"NY, Herkimer",2021,NY,Herkimer County,36043,All patients,Adjusted Prevalence,"DR, any stage",2.87
"NY, Jefferson",2021,NY,Jefferson County,36045,All patients,Adjusted Prevalence,"DR, any stage",3.59
"NY, Kings",2021,NY,Kings County,36047,All patients,Adjusted Prevalence,"DR, any stage",3.52
"NY, Lewis",2021,NY,Lewis County,36049,All patients,Adjusted Prevalence,"DR, any stage",2.67
"NY, Livingston",2021,NY,Livingston County,36051,All patients,Adjusted Prevalence,"DR, any stage",2.38
"NY, Madison",2021,NY,Madison County,36053,All patients,Adjusted Prevalence,"DR, any stage",2.56
"NY, Monroe",2021,NY,Monroe County,36055,All patients,Adjusted Prevalence,"DR, any stage",2.21
"NY, Montgomery",2021,NY,Montgomery County,36057,All patients,Adjusted Prevalence,"DR, any stage",2.86
"NY, Nassau",2021,NY,Nassau County,36059,All patients,Adjusted Prevalence,"DR, any stage",2.04
"NY, New York",2021,NY,New York County,36061,All patients,Adjusted Prevalence,"DR, any stage",2.08
"NY, Niagara",2021,NY,Niagara County,36063,All patients,Adjusted Prevalence,"DR, any stage",2.68
"NY, Oneida",2021,NY,Oneida County,36065,All patients,Adjusted Prevalence,"DR, any stage",2.66
"NY, Onondaga",2021,NY,Onondaga County,36067,All patients,Adjusted Prevalence,"DR, any stage",2.43
"NY, Ontario",2021,NY,Ontario County,36069,All patients,Adjusted Prevalence,"DR, any stage",2.35
"NY, Orange",2021,NY,Orange County,36071,All patients,Adjusted Prevalence,"DR, any stage",2.91
"NY, Orleans",2021,NY,Orleans County,36073,All patients,Adjusted Prevalence,"DR, any stage",2.46
"NY, Oswego",2021,NY,Oswego County,36075,All patients,Adjusted Prevalence,"DR, any stage",2.84
"NY, Otsego",2021,NY,Otsego County,36077,All patients,Adjusted Prevalence,"DR, any stage",2.26
"NY, Putnam",2021,NY,Putnam County,36079,All patients,Adjusted Prevalence,"DR, any stage",2.46
"NY, Queens",2021,NY,Queens County,36081,All patients,Adjusted Prevalence,"DR, any stage",3.33
"NY, Rensselaer",2021,NY,Rensselaer County,36083,All patients,Adjusted Prevalence,"DR, any stage",3.28
"NY, Richmond",2021,NY,Richmond County,36085,All patients,Adjusted Prevalence,"DR, any stage",2.62
"NY, Rockland",2021,NY,Rockland County,36087,All patients,Adjusted Prevalence,"DR, any stage",2.98
"NY, St Lawrence",2021,NY,St. Lawrence County,36089,All patients,Adjusted Prevalence,"DR, any stage",2.08
"NY, Saratoga",2021,NY,Saratoga County,36091,All patients,Adjusted Prevalence,"DR, any stage",2.36
"NY, Schenectady",2021,NY,Schenectady County,36093,All patients,Adjusted Prevalence,"DR, any stage",2.45
"NY, Schoharie",2021,NY,Schoharie County,36095,All patients,Adjusted Prevalence,"DR, any stage",3.52
"NY, Schuyler",2021,NY,Schuyler County,36097,All patients,Adjusted Prevalence,"DR, any stage",1.95
"NY, Seneca",2021,NY,Seneca County,36099,All patients,Adjusted Prevalence,"DR, any stage",2.33
"NY, Steuben",2021,NY,Steuben County,36101,All patients,Adjusted Prevalence,"DR, any stage",2.47
"NY, Suffolk",2021,NY,Suffolk County,36103,All patients,Adjusted Prevalence,"DR, any stage",2.25
"NY, Sullivan",2021,NY,Sullivan County,36105,All patients,Adjusted Prevalence,"DR, any stage",2.73
"NY, Tioga",2021,NY,Tioga County,36107,All patients,Adjusted Prevalence,"DR, any stage",2.03
"NY, Tompkins",2021,NY,Tompkins County,36109,All patients,Adjusted Prevalence,"DR, any stage",3.26
"NY, Ulster",2021,NY,Ulster County,36111,All patients,Adjusted Prevalence,"DR, any stage",2.52
"NY, Warren",2021,NY,Warren County,36113,All patients,Adjusted Prevalence,"DR, any stage",2.51
"NY, Washington",2021,NY,Washington County,36115,All patients,Adjusted Prevalence,"DR, any stage",2.74
"NY, Wayne",2021,NY,Wayne County,36117,All patients,Adjusted Prevalence,"DR, any stage",2.22
"NY, Westchester",2021,NY,Westchester County,36119,All patients,Adjusted Prevalence,"DR, any stage",2.25
"NY, Wyoming",2021,NY,Wyoming County,36121,All patients,Adjusted Prevalence,"DR, any stage",2.41
"NY, Yates",2021,NY,Yates County,36123,All patients,Adjusted Prevalence,"DR, any stage",2.14
"NC, Alamance",2021,NC,Alamance County,37001,All patients,Adjusted Prevalence,"DR, any stage",2.96
