FullGeoName,Year,State,County,FIPS,RiskFactor,DataType,Indicator,Prevalence,ToxPi Score,Name,Source,Temperature-related deaths!1!0x88cceeff,Disaster-related deaths!1!0x44aa99ff,Air pollution-related deaths!1!0x117733ff,Air pollution-related illnesses!1!0x332288ff,Infectious Diseases!1!0xddcc77ff,ToxPi Score_socio,Name_socio,Source_socio,Costs of Climate Disasters!1!0x88cceeff,Economic & Productivity Losses!1!0x44aa99ff,Transition Risks!1!0x117733ff,Social Stressors!1!0x332288ff,ToxPi Score_env,Name3,Source_env,Transportation Sources!1!0x88cceeff,Exposures & Risks!1!0x44aa99ff,Pollution Sources!1!0x117733ff,Criteria Air Pollutants!1!0x332288ff,Land Use!1!0xddcc77ff,ToxPi Score_infra,Name_infra,Source_infra,Transportation!1!0x88cceeff,Energy!1!0x44aa99ff,"Food, Water, and Waste Management!1!0x117733ff",Communications!1!0x332288ff,Financial Services!1!0xddcc77ff,Governance!1!0x999933ff
"MS, Lee",2021,MS,Lee County,28081,All patients,Adjusted Prevalence,"DR, any stage",2.83,0.684804399884996,"MS, Lee","+34.2889645,-088.6808868",0.885105028644176,1.0,0.60719557195572,0.882558879694462,0.0491625191306206,0.443302328579193,"MS, Lee","+34.2889645,-088.6808868",0.388977111461392,0.717636520095095,0.512792389338287,0.153803293421999,0.551332354593055,"MS, Lee","+34.2889645,-088.6808868",0.51293143548237,0.747984561221922,0.458633225168956,0.471230802509193,0.565881748582832,0.649517663937946,"MS, Lee","+34.2889645,-088.6808868",0.687722302768181,0.525966381783432,0.491249842965746,0.719858725317065,0.800094714496868,0.672214016296383
"MS, Leflore",2021,MS,Leflore County,28083,All patients,Adjusted Prevalence,"DR, any stage",4.12,0.647720246991618,"MS, Leflore","+33.5497896,-090.2949343",0.922660725652451,1.0,0.590221402214022,0.68968809675366,0.0360310103379585,0.525642179492003,"MS, Leflore","+33.5497896,-090.2949343",0.417853619252867,0.876793561173566,0.715800943357159,0.0921205941844181,0.518950171034196,"MS, Leflore","+33.5497896,-090.2949343",0.513396595032096,0.559189419609375,0.540610437455779,0.409041747782825,0.572512655290904,0.687658089693887,"MS, Leflore","+33.5497896,-090.2949343",0.401403882323749,0.855131563679487,0.792483177453003,0.697543746989886,0.775038258478723,0.604347909238476
"MS, Lincoln",2021,MS,Lincoln County,28085,All patients,Adjusted Prevalence,"DR, any stage",2.57,0.630081684997492,"MS, Lincoln","+31.5352155,-090.4535663",0.877148313176321,1.0,0.409225092250923,0.783895607893062,0.0801394116671567,0.550145887310318,"MS, Lincoln","+31.5352155,-090.4535663",0.562195846646312,0.762435983627627,0.783347760514843,0.0926039584524895,0.473439898489109,"MS, Lincoln","+31.5352155,-090.4535663",0.688947809098521,0.461536655572922,0.493449142411008,0.376054510058404,0.34721137530469,0.746315452111001,"MS, Lincoln","+31.5352155,-090.4535663",0.448550484677466,0.782963502645989,0.878908451815341,0.958901910419008,0.754923733232323,0.65364462987588
"MS, Lowndes",2021,MS,Lowndes County,28087,All patients,Adjusted Prevalence,"DR, any stage",4.46,0.649913176495707,"MS, Lowndes","+33.4714237,-088.4397227",0.773392743475493,1.0,0.53339483394834,0.906747294716741,0.0360310103379585,0.532727834071439,"MS, Lowndes","+33.4714237,-088.4397227",0.513745006484141,0.81814905034459,0.692702508607052,0.106314770849974,0.583684294806367,"MS, Lowndes","+33.4714237,-088.4397227",0.328402642106242,0.708778914667543,0.772415643984678,0.530932295046507,0.577891978226867,0.673167624014018,"MS, Lowndes","+33.4714237,-088.4397227",0.72863962598666,0.504505552769304,0.655073675751504,0.650024080911864,0.752669519196088,0.748093289468691
"MS, Madison",2021,MS,Madison County,28089,All patients,Adjusted Prevalence,"DR, any stage",2.47,0.629350229013212,"MS, Madison","+32.6343703,-090.0341603",0.918523233609166,1.0,0.446678966789668,0.7488860598345,0.0326628848327263,0.471795268907626,"MS, Madison","+32.6343703,-090.0341603",0.471802543989037,0.752101360713911,0.573069181216057,0.0902079897115,0.606556846311523,"MS, Madison","+32.6343703,-090.0341603",0.539352497906782,0.698386892816119,0.679630126625515,0.508868699978369,0.60654601423083,0.503203683915997,"MS, Madison","+32.6343703,-090.0341603",0.67176596647224,0.339715641425116,0.561927803113535,0.333440359608284,0.735762913924329,0.37660941895248
"MS, Marion",2021,MS,Marion County,28091,All patients,Adjusted Prevalence,"DR, any stage",4.04,0.651116833330707,"MS, Marion","+31.2301257,-089.8217357",0.944302991725016,1.0,0.394280442804428,0.801718650541057,0.115282081583032,0.591211962614214,"MS, Marion","+31.2301257,-089.8217357",0.726033461784566,0.802864956065033,0.704297738800333,0.131651693806925,0.428568049543312,"MS, Marion","+31.2301257,-089.8217357",0.614382733277514,0.42200308206207,0.312562519823359,0.425048669695003,0.368843242858612,0.746887328186893,"MS, Marion","+31.2301257,-089.8217357",0.487924744874327,0.885414651159131,0.764238275633328,0.954406806871087,0.818475228946165,0.570864261637318
"MS, Marshall",2021,MS,Marshall County,28093,All patients,Adjusted Prevalence,"DR, any stage",3.41,0.657931640977072,"MS, Marshall","+34.7661897,-089.5042310",0.747931253978358,1.0,0.757011070110701,0.754296626352642,0.0304192544436585,0.57668156643938,"MS, Marshall","+34.7661897,-089.5042310",0.673262185043742,0.808708698317284,0.575001719581604,0.249753662814889,0.52118796277735,"MS, Marshall","+34.7661897,-089.5042310",0.709042701646665,0.594062937399892,0.342669626954888,0.514276443867618,0.445888104017687,0.731999861322289,"MS, Marshall","+34.7661897,-089.5042310",0.425799767268357,0.810667802014662,0.680802627271319,0.953122491571681,0.874136975533187,0.647469504274525
"MS, Monroe",2021,MS,Monroe County,28095,All patients,Adjusted Prevalence,"DR, any stage",3.91,0.671150276838355,"MS, Monroe","+33.8900295,-088.4850379",0.864417568427753,1.0,0.573616236162362,0.868555060471038,0.0491625191306206,0.464428351360719,"MS, Monroe","+33.8900295,-088.4850379",0.377856072772694,0.772463662580672,0.589449744504978,0.117943925584531,0.449000470760438,"MS, Monroe","+33.8900295,-088.4850379",0.479812075541911,0.582340268049122,0.444140825139678,0.428077006272983,0.310632178798497,0.709958451547585,"MS, Monroe","+33.8900295,-088.4850379",0.679031242136315,0.826908253368713,0.289512561421976,0.92823888264569,0.774084552540316,0.7619752171725
"MS, Montgomery",2021,MS,Montgomery County,28097,All patients,Adjusted Prevalence,"DR, any stage",3.82,0.648102481020552,"MS, Montgomery","+33.5007144,-089.6396251",0.817313812858052,1.0,0.54760147601476,0.830362826225334,0.0452342900046105,0.521106913142479,"MS, Montgomery","+33.5007144,-089.6396251",0.62268033527833,0.585539220532695,0.636014716551011,0.24019338020788,0.397947650772543,"MS, Montgomery","+33.5007144,-089.6396251",0.744720439110615,0.442799489236787,0.261253568204553,0.23091066407095,0.310054093239811,0.691248906614571,"MS, Montgomery","+33.5007144,-089.6396251",0.411189986824017,0.765296658009548,0.822888666477446,0.701236153475678,0.691719039677901,0.755162935222833
"MS, Neshoba",2021,MS,Neshoba County,28099,All patients,Adjusted Prevalence,"DR, any stage",5.05,0.651182620446323,"MS, Neshoba","+32.7525180,-089.1192743",0.903882877148313,1.0,0.443542435424354,0.859325270528326,0.0491625191306206,0.484144300687833,"MS, Neshoba","+32.7525180,-089.1192743",0.349954774631273,0.798919383860953,0.751046762119275,0.0366562821398298,0.423615254213472,"MS, Neshoba","+32.7525180,-089.1192743",0.445715880547028,0.475074663545488,0.243003879278796,0.341877568678347,0.612404279017704,0.746647514396311,"MS, Neshoba","+32.7525180,-089.1192743",0.776433773738848,0.826908253368713,0.394243883361633,0.917964360250441,0.786309328659895,0.778025486998338
"MS, Newton",2021,MS,Newton County,28101,All patients,Adjusted Prevalence,"DR, any stage",4.49,0.635510344055682,"MS, Newton","+32.4019702,-089.1184115",0.816040738383195,1.0,0.433210332103321,0.88542329726289,0.0428773525290045,0.578288316368556,"MS, Newton","+32.4019702,-089.1184115",0.511226758219315,0.954610053403382,0.767151248498832,0.0801652053526948,0.349537551341607,"MS, Newton","+32.4019702,-089.1184115",0.540329332961206,0.431192904604304,0.138604923512333,0.304347826086957,0.333212769543237,0.689733561975897,"MS, Newton","+32.4019702,-089.1184115",0.517587246988019,0.826908253368713,0.469904751973486,0.843313533472468,0.761686375341026,0.719001210711669
"MS, Noxubee",2021,MS,Noxubee County,28103,All patients,Adjusted Prevalence,"DR, any stage",6.25,0.665172500826697,"MS, Noxubee","+33.1062703,-088.5657874",0.815722469764481,1.0,0.55590405904059,0.918204964990452,0.0360310103379585,0.550761875086286,"MS, Noxubee","+33.1062703,-088.5657874",0.506903927711609,0.876138681479476,0.723255019909982,0.0967498712440777,0.453248005492004,"MS, Noxubee","+33.1062703,-088.5657874",0.69876267559773,0.631098212318246,0.209237075170176,0.446355180618646,0.280786883755221,0.749970715661071,"MS, Noxubee","+33.1062703,-088.5657874",0.436408016046206,0.921648121557568,0.719234491075904,0.978327179322524,0.921041967594835,0.523164518369389
"MS, Oktibbeha",2021,MS,Oktibbeha County,28105,All patients,Adjusted Prevalence,"DR, any stage",2.76,0.632371394842024,"MS, Oktibbeha","+33.4223134,-088.8761514",0.679185232336092,1.0,0.533763837638376,0.899745385105029,0.0491625191306206,0.468721052623893,"MS, Oktibbeha","+33.4223134,-088.8761514",0.396357787345675,0.81808933088346,0.570860565941147,0.0895765263252905,0.506245080360739,"MS, Oktibbeha","+33.4223134,-088.8761514",0.537631407572798,0.731519148423564,0.505428550516017,0.40893359290504,0.347712702386277,0.646328898531857,"MS, Oktibbeha","+33.4223134,-088.8761514",0.716307300596671,0.342699422257163,0.755076150875024,0.502488360892599,0.891130281344801,0.670271875224882
"MS, Panola",2021,MS,Panola County,28107,All patients,Adjusted Prevalence,"DR, any stage",4.48,0.659339445252441,"MS, Panola","+34.3652052,-089.9630654",0.815085932527053,1.0,0.734132841328413,0.717059197963081,0.0304192544436585,0.555982961474114,"MS, Panola","+34.3652052,-089.9630654",0.63139299879079,0.778072614757951,0.633253947457373,0.181212284890343,0.452556682462638,"MS, Panola","+34.3652052,-089.9630654",0.714578100288399,0.495181541365051,0.309756752140923,0.328358208955224,0.414908809563594,0.753258125654718,"MS, Panola","+34.3652052,-089.9630654",0.420252968727652,0.855807779756704,0.671385165028223,0.933536683255739,0.847780011417214,0.790786145742776
"MS, Pearl River",2021,MS,Pearl River County,28109,All patients,Adjusted Prevalence,"DR, any stage",4.64,0.651681879791882,"MS, Pearl River","+30.7737908,-089.5868315",0.844366645448759,1.0,0.377306273062731,0.759707192870783,0.277029287577138,0.499827505617522,"MS, Pearl River","+30.7737908,-089.5868315",0.609498178708157,0.666287651209447,0.521258747892111,0.202265444660372,0.514755101112787,"MS, Pearl River","+30.7737908,-089.5868315",0.640757279746953,0.403356871092461,0.551809110205675,0.506489292667099,0.471362951851744,0.610355849365727,"MS, Pearl River","+30.7737908,-089.5868315",0.544072849027083,0.677703147865879,0.559024338629559,0.457055707176112,0.762379979659868,0.66189907383586
"MS, Perry",2021,MS,Perry County,28111,All patients,Adjusted Prevalence,"DR, any stage",4.43,0.671465656214225,"MS, Perry","+31.1693073,-088.9887554",0.878103119032464,1.0,0.402214022140221,0.833545512412476,0.243465627485962,0.598942429568401,"MS, Perry","+31.1693073,-088.9887554",0.76649443990962,0.762016844652589,0.739911660108267,0.127346773603126,0.360651086596528,"MS, Perry","+31.1693073,-088.9887554",0.35528886408038,0.349620084871743,0.291677849074097,0.467878001297859,0.338790633658561,0.605614605875281,"MS, Perry","+31.1693073,-088.9887554",0.522259043049961,0.558804213383732,0.555638437698632,0.877829507144004,0.676026241964114,0.443130192011243
"MS, Pike",2021,MS,Pike County,28113,All patients,Adjusted Prevalence,"DR, any stage",3.97,0.672665036719221,"MS, Pike","+31.1775167,-090.3977249",0.911839592616168,1.0,0.411254612546125,0.786441756842775,0.253789221591035,0.564463578915935,"MS, Pike","+31.1775167,-090.3977249",0.510699571015641,0.807761951877636,0.836906680931427,0.102486111839035,0.457576719511866,"MS, Pike","+31.1775167,-090.3977249",0.552656061028933,0.494728276589141,0.407739039207554,0.384274280770063,0.448485939963639,0.743561954895457,"MS, Pike","+31.1775167,-090.3977249",0.543677139127228,0.806919136281222,0.612208619060544,0.933055065018462,0.92815141186296,0.637360358022329
"MS, Pontotoc",2021,MS,Pontotoc County,28115,All patients,Adjusted Prevalence,"DR, any stage",3.03,0.636670924357473,"MS, Pontotoc","+34.2270808,-089.0372387",0.740611075747931,1.0,0.570664206642067,0.829089751750477,0.0429895876468905,0.47233122408904,"MS, Pontotoc","+34.2270808,-089.0372387",0.304089075165274,0.752096797622325,0.559633438293684,0.273505585274879,0.44527134417873,"MS, Pontotoc","+34.2270808,-089.0372387",0.472927714205973,0.634861681416153,0.368970649230244,0.346636383300887,0.402960292740394,0.679083271631283,"MS, Pontotoc","+34.2270808,-089.0372387",0.357215303812217,0.715756754469977,0.543216719859141,0.949911703323166,0.828532491569365,0.679866656753831
"MS, Prentiss",2021,MS,Prentiss County,28117,All patients,Adjusted Prevalence,"DR, any stage",4.6,0.653246445048092,"MS, Prentiss","+34.6208655,-088.5222401",0.757479312539784,1.0,0.609778597785978,0.868555060471038,0.0304192544436585,0.532954344281714,"MS, Prentiss","+34.6208655,-088.5222401",0.526474985627623,0.785179230632338,0.553191643741862,0.266971517125032,0.400635909706593,"MS, Prentiss","+34.6208655,-088.5222401",0.474462740720067,0.522247554275025,0.219337838826945,0.380813324680943,0.406318090029983,0.668331797492003,"MS, Prentiss","+34.6208655,-088.5222401",0.590945316382635,0.715756754469977,0.656195646691513,0.647294910900626,0.620017693217672,0.779780463289594
"MS, Quitman",2021,MS,Quitman County,28119,All patients,Adjusted Prevalence,"DR, any stage",5.21,0.681301532327069,"MS, Quitman","+34.2526398,-090.2905254",0.948440483768301,1.0,0.701476014760148,0.720560152768937,0.0360310103379585,0.512646584551663,"MS, Quitman","+34.2526398,-090.2905254",0.4689301868394,0.629253866079346,0.718745763723707,0.233656521564201,0.446195119765329,"MS, Quitman","+34.2526398,-090.2905254",0.654200390734022,0.476879119442599,0.265791592456145,0.439865887951547,0.394238608242334,0.719436753565618,"MS, Quitman","+34.2526398,-090.2905254",0.38907802130374,0.895538709064576,0.789669616940188,0.984427676994702,0.709579350888067,0.548327146202437
"MS, Rankin",2021,MS,Rankin County,28121,All patients,Adjusted Prevalence,"DR, any stage",2.81,0.595682800616794,"MS, Rankin","+32.2620570,-089.9465517",0.732654360280076,1.0,0.423985239852399,0.782940802036919,0.0388336009145751,0.481845351255433,"MS, Rankin","+32.2620570,-089.9465517",0.432435013596097,0.747741840051472,0.656996561662663,0.0902079897115,0.571183069847003,"MS, Rankin","+32.2620570,-089.9465517",0.572053214252489,0.679524337458122,0.556761900114671,0.49610642439974,0.551469473009991,0.542847319223134,"MS, Rankin","+32.2620570,-089.9465517",0.806349096169346,0.393532039049321,0.616990795857681,0.336330069031947,0.637444501728562,0.466437413501945
"MS, Scott",2021,MS,Scott County,28123,All patients,Adjusted Prevalence,"DR, any stage",3.32,0.633057999287028,"MS, Scott","+32.4271272,-089.5332094",0.78676002546149,1.0,0.455166051660517,0.887332908975175,0.0360310103379585,0.566798652896027,"MS, Scott","+32.4271272,-089.5332094",0.433039576989381,0.913819627073735,0.804789733808768,0.115545673712224,0.39096063405928,"MS, Scott","+32.4271272,-089.5332094",0.37877942134152,0.422452755703267,0.459169980725596,0.364157473502055,0.330243539023961,0.748284992185156,"MS, Scott","+32.4271272,-089.5332094",0.406417014261447,0.826908253368713,0.712898600143285,0.979450955209504,0.777119071435247,0.786916058692744
"MS, Sharkey",2021,MS,Sharkey County,28125,All patients,Adjusted Prevalence,"DR, any stage",4.29,0.618163322188582,"MS, Sharkey","+32.8924897,-090.8273880",0.934436664544876,1.0,0.505350553505535,0.605346912794398,0.045682480098098,0.609926878364415,"MS, Sharkey","+32.8924897,-090.8273880",0.652671836163394,0.888976331243944,0.865066525686538,0.032992820363786,0.469986002034177,"MS, Sharkey","+32.8924897,-090.8273880",0.596939250162806,0.40259068789632,0.152706955864054,0.50540774388925,0.692285372358454,0.573752920297374,"MS, Sharkey","+32.8924897,-090.8273880",0.350741687868503,0.885414651159131,0.492478388811965,0.85455129234227,0.488319573177663,0.371011928424711
"MS, Simpson",2021,MS,Simpson County,28127,All patients,Adjusted Prevalence,"DR, any stage",3.01,0.642348722537285,"MS, Simpson","+31.9025034,-089.9177072",0.90515595162317,1.0,0.44520295202952,0.790897517504774,0.0704871915289607,0.557924123812106,"MS, Simpson","+31.9025034,-089.9177072",0.481776918177944,0.89984730754781,0.769267838137288,0.0808044313853843,0.420438281706078,"MS, Simpson","+31.9025034,-089.9177072",0.773420783328682,0.404787079152509,0.190011467050528,0.389898334414882,0.344073744583787,0.66802406666268,"MS, Simpson","+31.9025034,-089.9177072",0.466153865161255,0.715756754469977,0.559995930930955,0.971584524000642,0.683395787851804,0.611257537561445
"MS, Smith",2021,MS,Smith County,28129,All patients,Adjusted Prevalence,"DR, any stage",3.74,0.620688152562639,"MS, Smith","+32.0190335,-089.4949726",0.83609166136219,1.0,0.411992619926199,0.807765754296626,0.0475907272281789,0.542038002473148,"MS, Smith","+32.0190335,-089.4949726",0.479010306653012,0.814446443754573,0.768071504863378,0.106623754621629,0.368698012974793,"MS, Smith","+32.0190335,-089.4949726",0.340543306354079,0.378768002288655,0.401883524044209,0.384706900281203,0.337588331905817,0.724015957575134,"MS, Smith","+32.0190335,-089.4949726",0.429773866373501,0.893644107477528,0.745776065623605,0.988441162305346,0.729693876134467,0.556766667536357
"MS, Stone",2021,MS,Stone County,28131,All patients,Adjusted Prevalence,"DR, any stage",3.49,0.690229212559926,"MS, Stone","+30.7901840,-089.1122970",0.909293443666454,1.0,0.415682656826568,0.849140674729472,0.277029287577138,0.534952754845847,"MS, Stone","+30.7901840,-089.1122970",0.560466274180415,0.82884292165628,0.704757866982606,0.0457439565640863,0.41423578407993,"MS, Stone","+30.7901840,-089.1122970",0.642571401990883,0.391585904713617,0.1853514528997,0.535582954791261,0.316087206004191,0.607637126895991,"MS, Stone","+30.7901840,-089.1122970",0.319800378864372,0.715756754469977,0.421656003930938,0.890030502488361,0.737930427420709,0.56064869420159
"MS, Sunflower",2021,MS,Sunflower County,28133,All patients,Adjusted Prevalence,"DR, any stage",6.41,0.639979437438392,"MS, Sunflower","+33.6055289,-090.5950901",0.92711648631445,1.0,0.57029520295203,0.666454487587524,0.0360310103379585,0.55505053502316,"MS, Sunflower","+33.6055289,-090.5950901",0.473736453433611,0.816715783277486,0.787580939791756,0.142168963589789,0.473982944321031,"MS, Sunflower","+33.6055289,-090.5950901",0.578518931993674,0.477549690824811,0.182814062995584,0.538503136491456,0.592528899299632,0.657267151393388,"MS, Sunflower","+33.6055289,-090.5950901",0.16004694801661,0.826908253368713,0.771386789593832,0.947985230374057,0.811452485217896,0.425823201789219
